INS00,INS01,INS02,INS03,INS04,INS05,INS06,INS07,INS08,INS09,INS10,INS11,INS12,INS13,INS14,INS15,INS16,INS17,INS18,INS19,INS20,INS21,INS22,INS23,INS24,INS25,INS26,INS27,INS28,INS29,INS30,INS31,INS32,INS33,INS34,INS35,INS36,INS37,INS38,INS39,INS40,INS41,INS42,INS43,INS44,INS45,INS46,INS47,INS48,INS49
1713181,305061,822508,654202,302341,146378,1875724,159836,2263359,1717044,453857,392388,598981,652157,556529,459973,163037,1359443,488226,583401,375418,892841,1062466,2587011,1079239,1685371,1774127,396354,229086,411793,902752,3490633,3056859,701400,291405,318296,1571928,699168,1095291,1813311,352568,1374917,359960,438513,456600,445410,1454034,684115,745225,1937319
1028785,1532639,3934131,402238,472849,232919,703178,186970,1425609,345997,1723309,372576,835470,666132,790469,1737167,445289,1116729,405155,1663243,398048,576364,630137,596592,1364433,2748444,1789733,512484,467480,219168,744557,902121,5731652,550566,664629,665358,391508,1838559,1225324,3098746,730298,1811409,1594610,855213,1136172,632724,767096,725331,893747,2089323
4547234,216838,896193,626325,173876,143533,1867418,128971,2349533,777693,1554946,593008,1601280,437551,681513,1417724,150201,1609323,169775,1526532,248354,448996,229474,1001289,2469406,1097078,733387,216061,723096,425290,848557,836487,4752674,437645,1389883,325430,1013771,1593273,1270687,3566281,315598,2343458,2515899,558794,1324279,2073772,832896,492855,813189,667229
1495948,981787,2164350,748575,246463,221605,2778769,349065,1133852,460601,761929,246952,1546201,510571,1091547,1375736,127954,1221348,487752,563168,990444,262941,1195271,2823201,1403031,1834041,1146772,824479,682288,202083,614554,986038,2752827,405262,565904,537232,522084,741512,1816355,5229939,511319,1933915,1167095,470462,2423897,984925,633180,1599828,1147831,805554
1519611,642568,4539055,1353733,449702,253233,2122013,453979,1117736,1021952,604552,442607,4954802,1677770,496667,1193865,125419,3220747,376587,492248,354959,325608,736566,915942,495132,1655540,3138115,99226,553116,381910,483508,626996,12275521,752226,987406,481855,456210,715716,659834,2635385,224702,7126636,2033749,398525,535305,1224963,761655,2337485,612389,671983
1340231,908415,2835717,2279789,704777,161495,1867818,156487,617284,1347812,1909342,574053,2690405,1445714,1144300,1024471,197274,1309964,238388,615462,325592,1324953,993333,1934252,2035515,5274118,1966104,397413,1550843,497379,640752,1297498,5259347,800077,446735,333622,676055,404969,1710851,6254624,962056,1777861,859062,699866,845045,449768,1754671,447340,1333543,1071449
825519,427999,3602741,1748802,768949,286220,1076437,225572,2579617,848259,1729261,443807,1425909,929593,169139,534428,88217,1517649,1618774,1079764,373092,468987,1148732,2238024,655954,1382276,2487008,758202,348551,240765,684066,724790,4435739,444788,403838,349853,1557868,1713673,852283,3645062,333519,1355415,702131,1255234,607035,484336,2095496,257719,1149996,518251
1992492,467162,1349016,1197226,1368594,455982,2254172,152989,930995,1560337,933010,361718,3584220,1220411,1328340,801059,162812,638572,1324643,588443,247441,2424873,632963,3261025,619064,1111002,1214055,1606790,519952,414154,950956,1057358,2560356,1127453,402959,322920,669741,884822,363573,9303078,927690,5189953,640213,1010350,542426,695299,2371584,922177,1677442,497493
1070350,697662,2918179,695871,571666,360626,1431411,83336,2302201,553458,548270,1374116,706305,840154,799377,898578,250394,1828769,757866,783655,164548,620988,404875,3425672,1082019,4773772,877062,905610,990456,940659,392438,610375,4852057,449523,676124,439725,1055535,683544,1944180,2720993,319615,3096199,906477,270868,1939187,1146866,2771827,3431346,1766459,876874
474567,1071864,854150,1366675,445491,181804,1054293,172540,932956,834369,1586186,583916,1077421,425398,747924,480258,238696,953204,621785,416340,254631,880133,617569,929298,616067,2083972,916988,530705,215690,496617,247948,1855737,2771550,986654,259298,913856,789967,1398753,1185955,2114705,442372,1612688,2674651,582801,1900051,932774,638598,302935,1820748,568993
1582441,339596,2609586,1364948,955802,182491,3513542,164674,1261098,1438304,1544310,491916,4971496,1104710,2384736,1602159,433236,934740,815792,2255523,618839,1510456,1537447,1882229,1194938,2370457,3507753,524215,445740,791396,1742704,877091,4610866,1131769,370132,564914,620042,1504460,1023487,3675082,388023,4089019,1388434,745415,1584053,1250432,1690172,889169,779087,1320115
1263163,623743,1260671,3483433,523719,586493,6938476,143482,860711,1227320,796136,251242,1193335,818298,266429,424686,296061,1466878,219692,390493,148131,811574,493236,416035,546428,1924494,1375937,168738,414577,230662,2282398,517242,6160760,543828,724022,430761,469974,500110,689407,2304025,303504,1984499,2226828,611966,1425324,1629530,1924617,676574,1060418,1204210
502934,462526,3593011,312207,246099,210084,5285025,637351,690676,842957,1463743,332794,1337827,502984,585250,162802,151006,3045164,559716,676080,674001,190015,543420,1863151,2773708,946059,1561798,225547,759325,352790,1912626,2190208,2304295,806886,459612,818457,2281592,942139,1274918,2302863,258971,603573,723537,1128167,2835326,860904,626558,553571,2019455,1090957
2173813,374713,3666940,1778264,306909,694234,5649946,303596,1061281,1120740,2478470,324753,3215465,1550612,304957,1867727,429748,870395,647908,1649373,166364,488782,737311,1755260,1667608,1363811,10400244,722483,389396,169110,376839,486854,5058068,1202211,925658,572984,676275,699927,1200290,16224019,220028,7629615,3587315,362207,3316444,604767,708001,1169581,1239295,1918310
761323,480856,2651985,763926,685086,220670,5813474,184541,1969613,307313,1828769,633267,1164556,1308350,799982,1531504,77172,716722,881811,275296,718314,464729,1360920,1441140,3021569,2106059,2169157,425938,161129,591889,945901,764480,2402974,557841,287361,328066,1124117,2303368,1606145,7243663,401839,1341408,2271174,1063577,759130,1326889,1192087,805028,635202,621550
1557675,1529530,3542246,2241797,265071,183883,3398834,167658,3124567,360876,1362395,884496,3641340,1272304,213307,859730,246836,517842,786292,859962,320323,675645,596649,869515,684545,1762179,1833350,257276,108013,333134,1791150,623316,4414799,775932,248013,652936,836806,1028629,633112,1746612,297931,981207,1331210,724845,827027,484966,702329,1474542,457167,218304
1264927,2121938,1297351,2423387,321730,121489,2040310,164078,2377764,898442,775660,339122,2164944,479472,1343778,228109,517245,704633,273796,499953,274364,457726,590976,1794059,1780861,1764281,1622134,775587,685412,321640,854613,614782,2178297,497431,639969,1155778,587754,1776826,1027739,1634682,558109,3106330,2195055,1321406,2350552,1082120,332070,1060720,1672091,744570
1639347,1384825,4299991,714288,660824,253759,1235094,215283,1261994,645923,2253890,541262,2816299,877480,809121,785652,193607,1225698,298838,204842,421961,931049,993549,2684009,920065,1095123,1944397,598701,196466,243816,660201,972165,4923152,426997,496151,931518,911871,779288,1218244,1283693,625717,3586761,577245,3130451,3119682,1455225,850453,626181,3667142,1007897
2116038,822207,1689478,1476175,742965,420778,604395,123052,1517956,410404,1037770,255156,1674058,230510,739487,1128961,60860,1166807,342966,1586855,256703,371032,374713,4370409,3503653,1775370,2777569,235837,253637,602800,455368,1085813,6101708,385855,263211,1611085,419694,892436,757964,2691124,446677,2678923,1041441,658926,2023982,1064558,2001628,870103,1809464,526046
638687,1344779,2460867,3260010,329618,102213,3137139,324851,848707,1078796,1704994,190345,1079260,929399,590192,849735,311864,577165,679165,1154966,84075,592162,522757,1407132,1532285,827186,1636238,393218,1034560,482880,475036,666992,6625027,577182,677247,404240,416276,780916,1507499,2637520,391218,3455826,787545,1946864,436147,701066,838433,1936820,1271237,1182731
979403,266883,3521198,1734277,505552,330391,1650245,90070,2652017,863887,839273,1246148,1184752,498451,599155,582444,173019,1591045,1137334,366544,529769,317906,553561,1552428,1770300,1320022,6485182,812167,497370,470039,366271,1132186,7877270,980672,259218,374899,1445401,593062,492092,2338663,305247,6365884,1543502,1536367,1616404,1272692,1475162,809649,2161810,581338
774188,1066874,3497671,241670,407429,164304,807598,72407,1242136,1035998,659078,362457,1537393,476163,256556,384487,154993,1513638,363326,718404,121893,436263,594436,1620697,659299,1656409,764026,206244,522411,96684,346664,448666,5504739,1197499,486383,458488,3420834,676158,777636,6611226,250197,4480298,2042821,239610,521890,990569,1504074,703226,699998,3477688
2036437,823229,8805374,1732005,404024,275877,6345426,371754,1750975,2232433,4528172,1497092,3640943,1478458,2305289,1890578,1485926,2267910,1541815,1800258,636928,964205,793094,3791707,4553042,2216927,2004416,1386729,1081814,547416,1410602,1603574,1536876,1347952,1924661,620348,383524,2868137,2338144,10442831,313754,9314237,2262197,2786675,4626521,1333642,3482908,3125981,4627454,2242290
1542172,881017,1450618,719128,533110,141059,1432553,135624,2763389,818517,2612554,925493,844343,215898,409483,777703,124202,1211495,601540,553610,421290,517064,174218,747285,886968,3961822,954320,349871,373357,239634,538657,330534,5867292,523674,843843,356355,567464,1018362,2545635,3536378,341495,4377953,2206467,956051,899431,1886506,857050,947783,1366797,1037660
1902540,216015,1488474,892395,863245,479641,3507027,189252,2706741,470863,1229356,939441,864354,1542216,747512,2484621,322820,796533,1361427,861284,901728,452119,1160039,1980719,987274,1078892,3198536,971932,327478,869362,1036784,471152,2908824,1446893,660330,1625462,503641,1179300,1153150,6631724,672393,2341912,2311789,500676,3375527,1799772,1069159,1121823,1722390,1861984
1185200,1048967,1794137,1192750,358558,202527,2206247,291413,2064742,685032,848435,181249,2933817,930856,805718,1473354,113032,1214444,337898,268305,186584,302482,676337,1626245,804151,2547944,2094516,205179,408644,389687,750877,810399,9307453,809229,256886,1086809,603445,804762,386909,5954059,520734,2586982,759322,974405,1119870,632598,869048,1342196,1106110,2105346
1224618,408727,2978605,1350079,737537,226701,3348777,312234,1553374,401014,1987850,532111,2214341,1527842,2002295,584238,127207,5420020,1437585,787387,381559,988871,1067974,1843001,2355155,1567243,3243754,912696,559841,746955,570291,771764,3955833,739183,1025164,262474,1110243,891041,634476,9007827,588110,2685657,756454,710306,2333407,994598,1745515,721150,3217935,617226
3851284,1392687,4427026,2557560,368884,433877,4855962,137640,1496537,571023,2479027,1034224,1042682,624765,2404878,681041,507820,719737,769930,1265535,391647,834199,1199822,2845471,433406,2939246,3829443,677461,501346,401543,1415788,966078,4776423,1485714,1049115,801083,1151373,513437,930094,9141775,1650191,4756217,3198474,275423,2693244,1007380,3495354,2358101,1204225,1103902
2612899,615016,3726781,3597994,290559,332051,1591098,129608,882847,2585607,2860127,854315,3324006,633521,675851,1178223,328731,1165642,781778,446009,498270,823985,1693606,2792803,440344,2733962,5553424,960567,1217662,178043,167714,709411,5128259,632315,707675,329844,763586,1309094,554886,7821926,195227,4426162,2094342,569530,1487527,417105,431312,1655954,2999761,1296378
556636,467911,3477157,639410,441915,152955,1751878,300813,2739394,213761,705157,889129,1350014,377653,656143,844308,175043,577811,420580,649054,208658,541169,476502,728100,4047561,2143609,870025,183963,198291,204600,443617,1292019,6136178,462993,841741,325599,1330300,4325320,565392,1393810,407079,1254440,1697070,511533,829410,650584,861165,1667304,1461202,676487
1302488,431796,1180888,509916,650997,175149,1370307,344603,1955498,853729,616668,464833,2175059,511541,703547,312025,220440,1671365,251074,1063235,111501,469440,403209,1163393,686819,1845944,2015326,193522,469681,340417,329836,353152,3313740,265155,389534,497971,673950,2099153,1468033,5669529,448789,1269211,1374180,604413,794986,1161481,1037714,401571,2332106,260366
1580726,227874,2138482,1073772,441608,316235,2198306,464748,1105970,521530,1608945,436161,1100933,688507,1375908,1644643,226598,3055040,542604,656278,400546,1592412,518933,3137086,3568772,941670,3681750,209952,406435,509351,283497,2318487,6544219,454641,403238,1507947,270177,940550,409158,3812948,492881,6859755,1379962,1453633,784155,580128,497130,1073779,838814,378211
1363808,895552,4940034,1361102,318856,168750,2845165,373030,5527561,3690992,1239108,813702,2308026,1584874,1217366,1840347,57845,1160564,1184131,1017277,574840,954702,1288092,4860627,2100603,1321641,4861726,997199,689491,560089,1290635,364732,7774871,407237,1001522,1952678,959122,2638576,709263,6930789,547955,1969674,1831699,1100746,3357993,3238412,2631387,1209684,4009833,452198
4010525,796719,2696322,330378,494405,222805,1539042,398970,555305,528090,1386638,258653,1841640,410285,411562,672240,406976,380653,818640,386886,902470,887049,2161192,1363846,745756,4344641,2785283,344151,446239,175775,563006,645188,5895149,1212397,1135916,404490,2502118,3119181,1195877,3298437,177059,7237113,954239,704364,2604342,819947,2242089,1209763,2410708,1680292
559838,600180,1712204,2099452,890315,126655,2258853,176923,881729,2619402,446477,154199,1031481,783613,431317,490884,129451,1539071,508327,388511,194888,950529,357638,1563046,787711,1966688,1937110,424235,557420,373559,764205,1535144,5163832,494084,507376,393958,408780,611237,654768,4236701,439344,3117399,938097,1527549,955293,2285476,751742,658057,962591,476787
966282,526073,1898814,550817,441937,186208,2224388,128843,2531711,1992105,363751,659511,1157513,613956,628038,569842,103896,418234,1620010,739853,254194,132764,700665,1697223,941110,1245296,2605699,379411,304455,134875,473650,750106,2744091,937256,336619,1026292,966406,1093344,1898087,2188763,287623,2922318,1670819,638553,1259859,1134392,2131974,536837,538819,921692
1595203,270062,2421535,1405556,311805,66142,3269317,215298,918245,959514,2174885,678243,4416513,1535877,2013756,713349,159346,625870,1126214,898572,826955,1351909,1115485,4576022,328086,2909884,1314270,392629,487493,208841,502006,487595,3919755,341853,253082,797795,515937,2192418,1864257,10102781,449144,4578285,917749,1396276,2075357,530465,1889827,1443618,1877428,597680
622002,343903,2537344,468486,185578,348472,1214668,153607,739816,577049,689724,578062,920790,481482,970938,2935844,139665,1992982,576911,628981,301040,585804,637739,1845587,1295437,1051805,2663426,535241,137704,502132,779162,1443224,3202014,871711,706205,374991,454906,1492894,1013745,1284703,457677,1229612,2730474,523893,2011776,889068,653209,924781,346288,1089115
2107413,476312,1664125,1759246,365741,223096,2726197,213410,1366470,1279828,922245,430020,863439,533035,256237,942985,181539,1322205,678455,1358837,137672,1227885,250398,792774,1640454,1238380,948997,388924,228382,367631,940873,1113427,9336544,584208,790052,311282,406614,2045657,925290,5379894,529311,1933491,1625772,1446666,406405,708605,440074,295299,855549,2115648
1121065,239146,3331970,1414848,399259,88267,3225771,98042,1542024,841138,731526,579991,1753471,1422506,471323,1007303,478163,520138,332689,605246,207304,650993,545785,2319716,901683,2295575,1989391,158061,401832,310885,200484,452463,4728466,478608,657315,838869,598019,2391650,422657,1870880,447184,3254978,1051135,920621,3706471,343189,2383338,725279,899421,479458
1339444,706926,3124680,1018694,450353,389967,4445605,141836,830574,539241,916059,564636,2869164,521828,1207705,2190679,166920,1808723,1233275,557180,184939,1348839,346215,3184296,785987,639722,2105484,217697,358890,488163,1224824,679670,5644706,355375,566823,910927,1191595,944235,631825,9297420,455386,4670161,1453376,332001,1176632,373155,560649,480161,1102809,570227
2046863,929747,2119028,594383,807662,110669,5333545,91177,3152724,942940,2761796,336424,1593605,244859,231675,1785338,199899,2068126,328192,1549314,1154693,2096842,593748,924188,518311,2219951,3625046,1052516,487240,472300,1034658,755951,3898372,895837,697386,463223,1029665,1980580,343099,2660304,411917,2318414,4023438,659520,572904,387052,682551,769706,1121907,771406
1271268,733353,700321,537499,479216,133968,3175417,319283,649484,407850,1945971,530602,2112805,681987,388481,701972,218034,1223224,589708,550122,220498,452038,809516,1523985,570649,2412826,1305870,364155,446366,426493,2661123,1228391,6730605,620830,280714,307569,1669043,3022954,725973,1606123,755924,1827872,816123,712792,855330,747988,930555,619736,966872,1064085
1899486,1445808,3024966,638974,321662,353329,1417200,262484,1514239,1018543,1214386,1280828,2718100,866093,827705,2185695,389486,640959,376013,907076,296126,529246,595357,1655062,1555131,3240288,765740,366110,664605,284086,958607,517173,6652005,1175656,387709,603628,1427463,649102,879188,7458086,1511764,11714284,1909138,866830,1141602,1227752,726065,542420,1598655,2865944
1930813,891646,1107456,896807,354838,193619,1990825,162159,823877,408959,655637,715497,2358934,510870,595847,2854568,163906,1855607,698271,839950,325741,171970,243355,3737086,1501957,921425,2287822,532403,720901,695242,1209078,1195878,3602111,631154,698657,277136,444823,498140,1795738,3600531,289742,5702572,471649,273387,1024772,876477,464046,519753,1899982,672629
763888,1418659,1555311,629922,1084065,343984,1995218,119674,852540,467546,1819222,418591,1145131,723428,697653,880353,113373,580038,617554,390129,414638,515855,464191,1290013,485440,2253794,1802397,317529,236170,395076,294096,1332154,2839397,465125,1095799,671611,1343901,703980,1261962,3831650,510662,5297301,1778593,672311,3037848,280149,660053,945168,1190924,888078
1692350,658174,767459,458517,301798,357620,2451471,257383,2467776,696317,2189467,544978,1243727,749472,1895461,1297776,217035,1229670,611725,645353,241657,455096,756503,4557920,728893,8345044,1404961,761017,175337,823512,349590,2658507,5116872,573203,576850,700027,2911986,2054911,1229353,2408851,288730,1262871,1450395,637132,1432812,1358012,1937861,3808346,617081,657036
1006170,809358,962534,758143,1002290,358335,1260988,309245,1283454,1086681,624332,551376,1572463,672127,235430,1144148,307353,2002929,315759,696430,358025,359100,402997,720022,1894805,1687451,961384,207429,468636,108164,475005,1159164,4364152,567406,231366,259806,581608,1275444,609096,5883939,819311,5309527,3063205,576429,2300382,1282379,694357,1547997,681385,1945881
618354,317239,4579177,691552,550669,316881,1087136,121782,2162529,456934,889079,1223142,922154,1895796,796187,251403,70200,1659006,2325376,1165809,514031,687376,1736981,4611511,986137,927950,3930808,706462,878299,378755,394110,851189,10895020,569469,178874,447278,1060709,1363409,553539,2419040,228051,6313085,1227816,925344,764804,1137131,1739203,1764336,2089808,1362674
1408109,484834,1552751,349027,332244,122912,1730576,79990,5378875,1032511,2039516,366680,1468637,458628,1374667,1021812,458063,596238,438375,1528698,435177,486519,1290226,562274,2051153,3824038,2164553,325510,139692,374297,1266359,592800,4909528,404389,407807,677051,727364,1601459,821653,3503381,354177,2002553,2813806,554826,2748493,924618,1529870,851509,399811,1172119
1915585,675316,1768700,530517,1819654,291134,2247789,404202,2490225,465479,3057786,808235,2458809,755790,1167248,1052336,241415,648199,527634,929433,232266,980452,1338153,2078524,2816306,3189525,2127301,894800,837245,425163,1154841,382283,3965498,485433,348098,554216,295747,810501,1102495,2370802,165778,4322049,753215,1544018,2169372,2478408,995489,891116,491283,1085300
816553,883703,1414269,1232065,1127703,109763,3213928,211844,3070766,422889,762524,128605,682665,362988,828730,473559,135486,1029551,1020213,1107352,156058,507616,207054,2818135,741762,1855208,2495073,270085,296435,380730,1300721,380248,6241045,858829,581217,300025,736142,2147485,896285,1924773,307584,1108878,724340,335269,661056,459026,450596,392776,710337,766367
726509,358375,2053573,969236,178230,93855,1971603,110645,1616067,468836,1180373,473028,3423817,681304,957876,528230,299737,2444227,298554,1111608,765879,760476,384770,1071448,2066203,1975066,899988,223559,246352,329913,1422257,884464,6468002,497025,472545,962152,911459,1528613,399157,1754545,355442,1338090,1829525,288535,1190598,526784,984959,1750493,1728394,2006368
698832,313684,2846596,1823162,259020,493063,1898008,233331,1173948,3811025,2024566,1333406,4785311,1815819,2352101,722804,238900,3103151,1477097,1097803,605574,1374232,1559514,3211129,668394,4386269,1918889,1159768,1151658,275282,968818,1195986,4584927,338437,760194,837570,1012685,1321958,1492288,17481700,331484,6759563,4348131,760673,4625850,2273311,2938096,993997,1793536,635058
626160,379634,4277786,1203074,763631,310608,1198444,114838,3499929,833036,1201957,657934,1354531,693222,1002054,460199,134896,2303692,642277,503277,271050,1466403,750659,2434673,822786,1742155,2706607,387175,319170,446277,346001,529582,5569166,1066320,294770,1544148,1105818,778579,1470386,3376300,582361,5651472,1696572,1403771,1069705,2425806,1614412,1053889,845625,893379
816763,730780,2924310,833228,474433,53681,1647746,347577,861438,2068256,1043816,789344,1164393,1347196,514815,1062615,465852,3357820,752604,2459694,592271,488065,2296391,1758395,2577679,1634134,4248638,296968,697832,366911,657928,1861433,2763743,366502,1297375,210625,306891,485297,698828,2443226,562639,3291577,1097150,947854,3142535,610906,1448637,1163211,3830350,851858
1398073,494951,1828581,386050,647930,524239,1380730,252900,1140131,822908,1355135,319086,3096931,425698,1081768,1017412,315727,643129,254527,397392,332248,1028814,820371,4086531,1156130,540885,1010432,296373,886484,287937,346932,1872526,5647396,2531224,225856,810749,557645,743121,1110411,4745468,402258,3091170,3091581,642805,784410,720287,3655900,475967,2524860,483399
1352335,843002,4351545,948314,785878,303309,1791637,111583,1638070,768419,1401166,529969,744313,927568,344570,802967,99648,956745,219454,614838,204496,425219,716066,1585945,3604815,1906473,2649187,288443,306653,901325,1833464,671757,8101430,1537775,531560,762918,984209,2701445,1486832,7698265,464126,1110799,1318337,926610,964546,625609,781797,494400,474763,2293085
912130,653464,11032152,1046585,2092058,138713,2120595,306959,2188580,1032391,1543840,1155942,9411763,995608,927670,1027563,246387,1158533,997176,1659513,595980,1736806,1531028,3052955,2298312,6668616,1958433,413777,640224,247643,573778,1221481,14730258,320420,605977,1025594,1448287,1763031,1375212,8256820,353750,4466175,3429511,768843,4352925,927360,2926743,1645427,1050050,997294
1953951,608570,1353990,1569474,297307,271021,1396694,132119,1220405,703679,2124399,480807,947013,309076,1173522,806657,146298,790970,423998,789530,614034,521493,316332,1376519,1316864,2255393,2659180,472011,215963,725377,887385,1505314,2936620,490267,334282,208598,592084,1837484,1130127,2884687,267888,2266873,3889109,1331490,821604,703272,1134504,424098,1113915,824286
891661,502985,1717890,1086553,337453,280836,3653888,111263,2327141,660297,1130323,461210,1203336,1335295,632656,967684,248318,1900694,941356,1278388,274414,627245,230627,1913741,1462273,1555365,3733618,477276,815901,273490,1046267,847858,7572994,408669,389477,339872,788416,2446147,1392785,6616064,546340,2756827,1333220,2098758,2963694,944714,1223783,1353247,1202432,631165
1868246,446200,1572416,867174,416048,61166,996380,179294,1048547,1377487,1825845,212052,1514995,298271,1436641,590055,325705,854588,329940,708916,305621,1115753,742952,2605156,1146686,3204582,788673,212871,362539,453412,516289,7246591,3375382,566881,339458,1060642,898563,641141,551541,6050595,407734,3727805,825167,1886852,675030,1866461,1200661,1839252,1238522,799767
837614,314980,8259676,896836,565334,177128,1602430,210501,2835143,538849,1644010,501276,3070290,1079429,1433293,517714,252136,1152042,1046713,979721,281699,1529798,323298,840335,1514289,1088821,2141056,1183540,214041,300140,770559,2569150,2309702,768806,712135,1374342,391880,1804921,771367,3723230,735954,2976666,2900197,388023,1928242,3948219,1596002,526762,539063,1296276
558659,647636,3594816,782161,192643,264023,5489111,257781,1265597,886121,748588,307696,1375759,285262,835174,460420,228409,755319,470052,1300105,494787,661599,1313807,1455116,2187795,1904814,390257,450358,418340,231042,659115,1133694,7927545,308841,265948,1282538,504886,1237078,665896,3376087,688038,780144,862161,949783,310301,686521,1052829,1281018,2016023,701493
3502805,1551679,4884556,1104961,272777,424478,860438,256916,6250049,1830544,1646582,507345,1997521,794680,2884766,3384211,480460,2412703,1008228,2451979,825903,1532089,2870492,2519265,2547353,1216112,7200874,428009,562516,388843,607947,1852282,5822213,1786903,848027,1350117,814551,465117,727233,4953053,653138,6934263,1916295,489694,2863857,3272669,3252291,1674963,2259520,2725842
1435036,705785,715213,483318,575428,445148,2992619,535526,2145469,754072,1178353,460624,2855364,983310,994060,3574489,417517,3133573,727571,1159076,627971,816029,1110984,6486274,877167,1781071,1962321,697455,129723,428651,475340,515582,1796307,281394,1181019,558316,671177,1274267,813675,2991595,264424,3678824,3245117,682074,1915576,792651,2829081,626567,406003,1051208
1557040,552214,6182539,495431,431521,249304,4193610,184433,2861620,1230457,567830,1773386,718441,1143869,438664,924009,156385,1066616,540285,382697,374702,418829,723422,1080798,403010,1005782,3481118,1763346,123659,259362,3167142,749650,3009307,545648,157021,309112,1108275,371967,1129817,3340744,1002187,3591731,2797459,1257006,1726948,2635547,1521616,569335,1060065,943924
1459047,370149,2011228,611364,329727,610273,3676526,119559,1491437,514703,1286640,936371,2611989,843525,219368,821189,320355,1347970,904969,1176803,285926,494986,540202,1410441,962362,1055658,4064944,744170,1172569,299212,498355,487027,3519557,514740,261023,783846,521829,1037293,1736747,3868301,1747711,3979618,1394624,561551,1341360,561727,2448486,437954,940168,1107067
1324845,796731,3097432,1853290,119870,299483,1906105,178361,2452339,519183,1090669,567573,1993351,939165,570128,887169,198857,449903,597305,1488539,573602,796627,972212,1358908,708488,2342599,1342511,505657,424197,232773,1569103,688453,7781123,703706,627312,1145611,684166,2314053,294113,5531121,205403,2813576,1657433,377254,554202,909852,724127,1537678,1428269,867471
1466152,164939,2979136,1931887,280648,267925,1535018,189709,1976637,1456055,1447523,861315,1342452,368584,362699,892071,85938,2147836,274997,507341,201832,899153,238630,1821284,862047,719552,4057475,305240,215010,235731,785625,605718,3504229,629996,368562,1277820,906661,831371,1157922,8855418,211443,2358545,1040904,332766,873196,1166404,2470390,1330943,905717,862431
2618765,540193,1247276,1182344,315577,263119,2210562,138126,1686232,518521,1403530,241958,743421,243666,664018,430517,193817,910975,410579,955308,304005,1002462,367164,2103892,2819586,1635001,615397,476590,411240,183386,695215,529207,2641315,320485,433927,391665,862273,536111,1748924,2969643,1089336,4607867,880548,637671,552619,939925,707628,531830,1316634,385895
1117334,507630,1518909,1173978,951897,133646,1001088,191306,2487117,1471279,3334548,178631,2998708,1193173,1272751,1208067,188220,655472,455021,1459786,237286,730660,882134,2995619,554360,1556806,859759,386858,432021,423584,307583,532670,4937399,943825,475304,325748,541951,646017,984012,5293311,271777,2289569,2234098,1144248,1522580,1155810,1049484,1531141,1307482,1404168
1233952,852034,3310474,758951,291075,426388,8784785,252659,1843157,492503,1504823,636986,2267866,482910,1083964,2674690,209264,2104398,1296137,468211,147960,272174,1068900,4090089,2015772,970647,5350591,413346,190177,645929,1257041,692045,8905349,1132806,1173110,685553,305761,2877299,1588722,2614793,224850,10570726,1391271,525106,1701319,782638,2171120,1111310,1705940,1453322
2954419,442192,1752089,2464107,231542,203678,2534409,311157,802608,617479,397603,339670,2044734,1579706,275241,1146443,274415,4935975,262761,1161596,633549,1225298,655052,1852476,2200950,752235,3295893,425471,551072,285680,441696,931552,5167026,691694,944616,592992,703047,1433930,497645,2878920,319839,2893954,1643736,696619,2785965,926532,1409044,585114,2265777,585047
1127047,379351,2773481,1099645,351204,60093,2313449,99000,1044506,1623042,1466084,355037,1055151,1269339,1010394,1052185,124599,1114460,895436,389490,268208,620575,418264,1451174,294816,1909361,1926988,655852,672320,550007,1754049,3720879,2915183,483875,615504,750923,1121054,1301248,574113,5835511,554186,2075691,1108252,870000,1877786,977647,736990,1640636,1418256,411261
1882142,731862,4016371,1238591,408607,188227,1225473,115528,1131273,1251232,1585134,365253,1605588,533993,803812,2511293,186457,832196,181261,754286,450298,747612,1146501,1742871,1234293,781052,3372932,507375,286073,424829,471960,708414,10480266,558267,353033,963511,865175,923813,677161,2193303,682728,3293411,1292071,1119668,4235862,583815,693795,312990,895224,958784
1503343,1014511,2440947,1821513,476126,69562,2428397,114612,2892418,1297210,1217898,354676,1763987,660412,881314,939054,96660,1327430,301829,179389,212051,304730,565239,1194791,575963,3984432,1149547,404033,628646,185766,724846,747198,9790034,576160,572799,572825,432403,670916,1439530,3695500,289564,3219968,1158025,1109649,336917,1268792,1412872,318135,934971,1936464
645014,293412,4176398,798611,551789,111950,2211185,228849,1829800,666739,794764,702059,937157,825036,565851,323694,217274,1509306,340989,663996,261932,325650,305841,1862749,738686,2288809,1482094,346707,509007,279682,359269,482783,5011174,391899,199410,632759,830228,640058,714920,2173617,298574,6843595,2341693,2843052,1231186,1016160,754044,1022782,447618,676547
2133407,287332,1484149,1872861,552894,193570,4449884,215743,1007246,704354,2407821,436043,2305741,691853,381961,740844,249640,537799,704759,825453,139183,434727,437304,1773501,1097697,1833257,3478568,242408,488905,178628,639977,766216,5235956,462862,427099,650115,1007648,1307346,1304738,2044432,655891,1598496,1480720,1766370,2437077,693367,1360791,441845,1319419,753456
983621,382517,1125574,1197507,316451,314432,3867425,139209,1629680,1333762,673977,378250,1583684,522312,1238093,1349364,131851,1142134,533887,694149,299847,899853,979809,1830711,373711,865734,1298361,375427,142864,438650,371359,553589,3493100,721482,307323,410744,332954,1013231,2109338,6308684,716515,2026313,1326809,936538,496203,444800,729439,949667,823408,1573240
